Class,Text
ham,sad story of a man   last week was my b day  my wife did nt wish me  my parents forgot n so did my kids   i went to work  even my colleagues did not wish  as i entered my cabin my pa said     happy b day boss       i felt special  she askd me 4 lunch  after lunch she invited me to her apartment  we went there  she said    do u mind if i go into the bedroom for a minute        ok    i sed in a sexy mood  she came out 5 minuts latr wid a cake   n my wife  my parents  my kidz  my friends n my colleagues  all screaming   surprise    and i was waiting on the sofa               naked    
ham,ok both our days  so what are you making for dinner tonite  am i invited 
spam,someone has contacted our dating service and entered your phone becausethey fancy you  to find out who it is call from a landline 09058098002  pobox1  w14rg 150p
ham,wat time ì_ wan today 
ham,aathi  where are you dear  
ham,thanks honey  have a great day 
ham,i m not  she lip synced with shangela 
ham,which channel            
spam,orange customer  you may now claim your free camera phone upgrade for your loyalty  call now on 0207 153 9996  offer ends 14thmarch  t c s apply  opt out availa
ham,eh den sat u book e kb liao huh   
ham,how are you  just checking up on you
ham,lolnice  i went from a fish to   water  
ham,at home by the way
ham,k  k  its good  when are you going 
ham,sorry  no  have got few things to do  may be in pub later 
ham,sad story of a man   last week was my b day  my wife did nt wish me  my parents forgot n so did my kids   i went to work  even my colleagues did not wish  as i entered my cabin my pa said     happy b day boss       i felt special  she askd me 4 lunch  after lunch she invited me to her apartment  we went there  she said    do u mind if i go into the bedroom for a minute        ok    i sed in a sexy mood  she came out 5 minuts latr wid a cake   n my wife  my parents  my kidz  my friends n my colleagues  all screaming   surprise    and i was waiting on the sofa               naked    
ham,yes but i don t care cause i know its there 
spam,want a new video phone  750 anytime any network mins  half price line rental free text for 3 months  reply or call 08000930705 for free delivery
ham,ok    but they said i ve got wisdom teeth hidden inside n mayb need 2 remove 
ham,wishing you a beautiful day  each moment revealing even more things to keep you smiling  do enjoy it 
spam,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts  call mobileupd8 08001950382 or call2optout 674 
ham,yup i m free   
spam,life has never been this much fun and great until you came in  you made it truly special for me  i won t forget you  enjoy   one gbp sms
ham,not yet  just i d like to keep in touch and it will be the easiest way to do that from barcelona  by the way how ru and how is the house 
ham,sounds great  are you home now 
ham,alright tyler s got a minor crisis and has to be home sooner than he thought so be here asap
spam,do you want a new nokia 3510i colour phone delivered tomorrow  with 200 free minutes to any mobile   100 free text   free camcorder reply or call 8000930705
spam,private  your 2003 account statement for  fone no  shows 800 un redeemed s  i  m  points  call 08715203656 identifier code  42049 expires 26 10 04
ham,why are u up so early 
spam,for ur chance to win a å 250 cash every wk txt  action to 80608  t s c s www movietrivia tv custcare 08712405022  1x150p wk
spam,congratulations ur awarded either å 500 of cd gift vouchers   free entry 2 our å 100 weekly draw txt music to 87066 tncs www ldew com 1 win150ppmx3age16
spam, urgent  this is the 2nd attempt to contact u u have won å 1000call 09071512432 b4 300603t csbcm4235wc1n3xx callcost150ppmmobilesvary  maxå 7  50   
ham,nothing spl  wat abt u and whr ru 
ham,s da  al r above   lt   gt 
ham,zoe it just hit me 2 im fucking shitin myself il defo try my hardest 2 cum 2morow luv u millions lekdog
ham,nvm take ur time 
ham,hi elaine  is today s meeting confirmed 
ham,yo theres no class tmrw right 
ham,please protect yourself from e threats  sib never asks for sensitive information like passwords atm sms pin thru email  never share your password with anybody 
ham,ok lor  anyway i thk we cant get tickets now cos like quite late already  u wan 2 go look 4 ur frens a not  darren is wif them now   
ham,goodmorning  today i am late for 1hr 
ham,ìï bot notes oredi    cos i juz rem i got   
ham,they did t play one day last year know even though they have very good team   like india 
ham,fyi i m gonna call you sporadically starting at like   lt   gt   bc we are not not doin this shit
ham,hiya  how was last night  i ve been naughty and bought myself clothes and very little     ready for more shopping tho  what kind of time do you wanna meet 
ham,now only i reached home      i am very tired now    i will come tomorro
ham,cos daddy arranging time c wat time fetch ì_ mah   
ham,somebody set up a website where you can play hold em using eve online spacebucks
spam,private  your 2004 account statement for 078498    7 shows 786 unredeemed bonus points  to claim call 08719180219 identifier code  45239 expires 06 05 05
ham,new car and house for my parents   i have only new job in hand  
ham,are your freezing   are you home yet   will you remember to kiss your mom in the morning  do you love me   do you think of me   are you missing me yet  
ham,and also i ve sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
ham,sorry me going home first    daddy come fetch ì_ later   
ham,i accidentally brought em home in the box
ham,pass dis to all ur contacts n see wat u get  red i m in luv wid u  blue u put a smile on my face  purple u r realy hot  pink u r so swt  orange i thnk i lyk u  green i realy wana go out wid u  yelow i wnt u bck  black i m jealous of u  brown i miss you nw plz giv me one color
ham,nothing lor    a bit bored too    then y dun u go home early 2 sleep today   
ham,good afternoon  my love     how goes your day   how did you sleep   i hope your well  my boytoy     i think of you    
spam,private  your 2003 account statement for 07808 xxxxxx shows 800 un redeemed s  i  m  points  call 08719899217 identifier code  41685 expires 07 11 04
ham,lol  oh you got a friend for the dog  
ham,when is school starting  where will you stay  what s the weather like  and the food  do you have a social support system like friends in the school  all these things are important 
spam,how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night 
ham,yes da  any plm at ur office
ham,do u noe wat time e place dat sells 4d closes 
ham,i will be gentle baby  soon you will be taking all   lt   gt   inches deep inside your tight pussy   
ham,well  i meant as opposed to my drunken night of before
ham,yes i know the cheesy songs from frosty the snowman   
ham,most of the tiime when i don t let you hug me it s so i don t break into tears 
ham,me  i dont know again oh
spam,free entry in 2 a weekly comp for a chance to win an ipod  txt pod to 80182 to get entry  std txt rate  t c s apply 08452810073 for details 18 
spam,guess what  somebody you know secretly fancies you  wanna find out who it is  give us a call on 09065394973 from landline datebox1282essexcm61xn 150p min 18
ham,i like dis sweater fr mango but no more my size already so irritating 
ham,dont pack what you can buy at any store like cereals  if you must pack food  pack gari or something 9ja that you will miss 
ham,went to ganesh dress shop
ham,sweetheart  hope you are not having that kind of day  have one with loads of reasons to smile  biola
ham,i m also came to room 
ham,no  to be nosy i guess  idk am i over reacting if i m freaked 
ham,the battery is for mr adewale my uncle  aka egbon
ham,anything is valuable in only 2 situations  first  before getting it    second  after loosing it   
